Respondent_Serial,comp,treatment,treatment_kantar,treatmentgroup,y,workp,org_strictp,org_weakp,cr1,cr2,cr3,crt,understanding1,understanding2,age,gender,education,indincome,occupation,stortingsvalg,leftp
6160,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,0,TRUE,TRUE,TRUE,10,100,NA,0,Ja,7 Full kontroll,40,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,KrF,TRUE
7002,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,100,5,24,1,NA,3,56,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,working fulltime,Hadde ikke stemmerett,TRUE
3775,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,4,1,NA,1 Ingen kontroll,23,Kvinne,Grunnskole,Under 200.000 kroner,student,V,TRUE
6695,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,24,0,Ja,1 Ingen kontroll,50,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working parttime,R,TRUE
5276,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,NA,0,NA,1 Ingen kontroll,73,Kvinne,Grunnskole,200.000 - 299.999 kroner,retired,Ap,TRUE
4861,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,100,NA,0,NA,1 Ingen kontroll,49,Mann,Fagutdanning,300.000-399.000 kroner,unemployed,Frp,FALSE
6264,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,77,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,H,FALSE
5684,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,20,Mann,Grunnskole,Under 200.000 kroner,student,Hadde ikke stemmerett,TRUE
2333,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,NA,100,NA,0,NA,1 Ingen kontroll,45,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,V,TRUE
568,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,20,10,0,Ja,1 Ingen kontroll,67,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,H,FALSE
1971,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,34,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Stemte ikke,TRUE
6215,1,Base (w),T1 NO CHOICE,Base,0,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,41,Mann,Videregaaende,500.000 - 599.999 kroner,working fulltime,Frp,FALSE
2177,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,24,Kvinne,Videregaaende,Under 200.000 kroner,student,MDG,TRUE
1682,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,2,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,26,Mann,Videregaaende,Under 200.000 kroner,student,V,TRUE
806,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,71,Mann,Fagutdanning,200.000 - 299.999 kroner,retired,KrF,TRUE
2155,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,20,Kvinne,Grunnskole,Onsker ikke aa svare,working parttime,NA,TRUE
6030,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,36,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Husker ikke/vet ikke,TRUE
2929,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,2,31,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,V,TRUE
2329,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,20,Mann,Grunnskole,Onsker ikke aa svare,student,Stemte ikke,TRUE
2674,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,71,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,H,FALSE
5229,1,Base (nw),T2 NO CHOICE – NO WORK,Base,2,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,45,Mann,Fagutdanning,800.000 - 999.999 kroner,working fulltime,Frp,FALSE
6967,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,5,5,47,3,NA,2,32,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
3365,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,24,1,NA,1 Ingen kontroll,44,Mann,Fagutdanning,Under 200.000 kroner,unemployed,MDG,TRUE
6019,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,H,FALSE
602,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,71,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,retired,H,FALSE
1149,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,1,36,1,Ja,2,20,Kvinne,Videregaaende,Onsker ikke aa svare,student,Hadde ikke stemmerett,TRUE
4811,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,NA,0,Ja,1 Ingen kontroll,68,Kvinne,Fagutdanning,Under 200.000 kroner,retired,H,FALSE
3673,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,38,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,H,FALSE
320,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,1,TRUE,TRUE,TRUE,10,5,47,2,NA,7 Full kontroll,59,Mann,Fagutdanning,400.000 - 499.000 kr,national insurance,Ap,TRUE
6840,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,NA,NA,1,NA,Vet ikke,46,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,working fulltime,Ap,TRUE
4424,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,67,Kvinne,Fagutdanning,Under 200.000 kroner,national insurance,Stemte ikke,TRUE
1506,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,50,Mann,Grunnskole,500.000 - 599.999 kroner,working fulltime,H,FALSE
2054,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,NA,2,NA,1 Ingen kontroll,33,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Frp,FALSE
4184,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,500,24,0,NA,1 Ingen kontroll,60,Kvinne,Videregaaende,300.000-399.000 kroner,working parttime,Ap,TRUE
6399,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,74,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,Sp,TRUE
11,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,23,Kvinne,Grunnskole,Onsker ikke aa svare,student,NA,TRUE
3237,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,47,Kvinne,Videregaaende,300.000-399.000 kroner,working parttime,Vil ikke oppgi parti,TRUE
6968,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,4,25,Mann,Videregaaende,Under 200.000 kroner,student,V,TRUE
3832,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,1,FALSE,FALSE,TRUE,5,100,47,2,NA,Vet ikke,20,Kvinne,Grunnskole,Under 200.000 kroner,student,Vil ikke oppgi parti,TRUE
2226,1,Base (w),T1 NO CHOICE,Base,2,TRUE,TRUE,TRUE,10,100,NA,0,NA,3,24,Kvinne,Universitet/hoyskole II,200.000 - 299.999 kroner,student,Frp,FALSE
1946,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,24,Kvinne,Videregaaende,Onsker ikke aa svare,student,Hadde ikke stemmerett,TRUE
86,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,7 Full kontroll,27,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
3570,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,75,Kvinne,Fagutdanning,400.000 - 499.000 kr,retired,Ap,TRUE
6408,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,20,47,2,NA,1 Ingen kontroll,31,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Ap,TRUE
1445,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,71,Mann,Fagutdanning,Under 200.000 kroner,retired,Frp,FALSE
4055,1,Base (w),T1 NO CHOICE,Base,2,TRUE,TRUE,TRUE,5,5,47,3,NA,3,27,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,Vil ikke oppgi parti,TRUE
4772,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,26,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,SV,TRUE
474,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,NA,NA,0,NA,1 Ingen kontroll,23,Kvinne,Videregaaende,Under 200.000 kroner,working parttime,H,FALSE
4749,1,Base (w),T1 NO CHOICE,Base,0,TRUE,TRUE,TRUE,5,100,47,2,NA,1 Ingen kontroll,29,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,H,FALSE
3177,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,27,Kvinne,Fagutdanning,300.000-399.000 kroner,working fulltime,Ap,TRUE
2052,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,28,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
6979,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,20,24,0,NA,2,24,Kvinne,Videregaaende,Under 200.000 kroner,working fulltime,MDG,TRUE
922,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,30,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
2966,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,8,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,6,50,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Frp,FALSE
741,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,3,TRUE,TRUE,TRUE,5,20,46,1,Nei,1 Ingen kontroll,59,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
4578,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,5,47,3,NA,4,35,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,H,FALSE
1175,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,47,1,NA,Vet ikke,25,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,H,FALSE
3896,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,66,Mann,Grunnskole,Under 200.000 kroner,working parttime,SV,TRUE
2727,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,1,47,1,NA,4,27,Kvinne,Universitet/hoyskole II,200.000 - 299.999 kroner,working parttime,Ap,TRUE
5256,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,58,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,H,FALSE
2180,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,NA,47,2,NA,1 Ingen kontroll,26,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,working parttime,Ap,TRUE
6193,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,43,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,R,TRUE
2885,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,47,1,NA,5,51,Kvinne,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,Ap,TRUE
4821,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,72,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,retired,Ap,TRUE
121,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,8,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,3,28,Kvinne,Videregaaende,400.000 - 499.000 kr,working parttime,H,FALSE
960,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,NA,2,NA,1 Ingen kontroll,60,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
5730,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,24,0,Ja,2,69,Kvinne,Videregaaende,300.000-399.000 kroner,retired,Ap,TRUE
6478,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,69,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,retired,Sp,TRUE
6948,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,30,Mann,Fagutdanning,Under 200.000 kroner,student,SV,TRUE
2632,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,47,2,Ja,6,26,Mann,Grunnskole,200.000 - 299.999 kroner,student,Frp,FALSE
4680,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,100,NA,1,NA,Vet ikke,24,Kvinne,Videregaaende,Onsker ikke aa svare,unemployed,Stemte ikke,TRUE
5872,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,71,Mann,Universitet/hoyskole I,200.000 - 299.999 kroner,retired,H,FALSE
844,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,54,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Ap,TRUE
180,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,29,Mann,Videregaaende,500.000 - 599.999 kroner,working fulltime,Frp,FALSE
2065,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,100,24,1,NA,1 Ingen kontroll,26,Mann,Videregaaende,Under 200.000 kroner,working parttime,Sp,TRUE
4653,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,27,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,SV,TRUE
7040,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,2,22,Kvinne,Videregaaende,Under 200.000 kroner,student,SV,TRUE
7118,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,7 Full kontroll,25,Mann,Videregaaende,Under 200.000 kroner,student,H,FALSE
5008,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,28,0,NA,1 Ingen kontroll,29,Kvinne,Fagutdanning,300.000-399.000 kroner,working fulltime,Husker ikke/vet ikke,TRUE
3449,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,2,TRUE,FALSE,FALSE,5,100,47,2,NA,3,31,Mann,Videregaaende,700-000 - 799.999 kroner,working fulltime,Husker ikke/vet ikke,TRUE
551,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,33,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,Vil ikke oppgi parti,TRUE
4621,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,10,5,24,1,Ja,3,38,Mann,Fagutdanning,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
5164,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,47,2,Ja,2,30,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,Ap,TRUE
5325,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,25,Mann,Videregaaende,Under 200.000 kroner,student,Ap,TRUE
6372,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,30,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
5505,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,0,TRUE,TRUE,TRUE,10,100,24,0,Ja,1 Ingen kontroll,24,Kvinne,Fagutdanning,300.000-399.000 kroner,working parttime,H,FALSE
1574,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,1,24,1,Ja,1 Ingen kontroll,29,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
3703,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,1,47,2,NA,1 Ingen kontroll,45,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
6892,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,12,1,Ja,1 Ingen kontroll,40,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,other,Vil ikke oppgi parti,TRUE
3157,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,2,29,Mann,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Husker ikke/vet ikke,TRUE
1753,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,33,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,H,FALSE
856,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,58,Mann,Universitet/hoyskole I,300.000-399.000 kroner,other,SV,TRUE
2610,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,50,Mann,Videregaaende,Onsker ikke aa svare,working fulltime,Vil ikke oppgi parti,TRUE
1652,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,1,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,51,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
3935,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,53,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
4283,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,5,24,1,NA,4,50,Kvinne,Grunnskole,400.000 - 499.000 kr,working fulltime,Frp,FALSE
4057,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,72,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,SV,TRUE
834,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,34,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
3877,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,51,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,H,FALSE
2967,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,1,FALSE,FALSE,TRUE,10,1,12,0,NA,7 Full kontroll,49,Kvinne,Videregaaende,200.000 - 299.999 kroner,working fulltime,Hadde ikke stemmerett,TRUE
1611,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,Vet ikke,70,Mann,Universitet/hoyskole I,300.000-399.000 kroner,retired,Frp,FALSE
1452,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,55,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
1078,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,20,NA,0,NA,1 Ingen kontroll,35,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
1173,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,20,2,0,NA,3,50,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
5064,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,5,24,1,NA,4,28,Kvinne,Fagutdanning,300.000-399.000 kroner,working fulltime,H,FALSE
35,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,34,Mann,Fagutdanning,Under 200.000 kroner,student,Ap,TRUE
1134,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,100,47,2,Ja,2,24,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Frp,FALSE
1800,2,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,NA,NA,0,NA,1 Ingen kontroll,70,Mann,Universitet/hoyskole I,300.000-399.000 kroner,retired,KrF,TRUE
1833,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,65,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,working parttime,H,FALSE
4447,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,105,5,47,2,NA,4,23,Mann,Videregaaende,Under 200.000 kroner,student,H,FALSE
4401,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,5,NA,1,NA,4,55,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,H,FALSE
1426,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,20,47,2,NA,1 Ingen kontroll,77,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,retired,H,FALSE
6196,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,NA,1,NA,1 Ingen kontroll,41,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,national insurance,MDG,TRUE
5187,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,34,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,working parttime,Stemte ikke,TRUE
42,1,Base (nw),T2 NO CHOICE – NO WORK,Base,0,FALSE,FALSE,TRUE,5,100,47,2,NA,1 Ingen kontroll,22,Kvinne,Videregaaende,Under 200.000 kroner,working parttime,H,FALSE
4532,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,NA,1,Vet ikke,4,40,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,working parttime,Ap,TRUE
2788,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,100,5,24,1,NA,1 Ingen kontroll,30,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Frp,FALSE
4356,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,26,Kvinne,Videregaaende,Under 200.000 kroner,student,MDG,TRUE
4282,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,1,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,34,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Ap,TRUE
